24.05.2012;А в Швеции на каждого Малыша есть Карлсон с винтом. ;5;1;00:00:00.4835863;0;л%6%7457046*я%4%3004092
24.05.2012;а 3 ^ ;3;0;00:00:01.4326203;0;а%2%1473366* %2%1948862*3%2%2210510
24.05.2012;А в Швеции на каждого Малыша есть Карлсон с винтом. ;5;1;00:00:01.3846787;0;в%2%4846386*н%4%5058426*п%2%3023212*щ%2%2089432
